id      ,catName          ,catAdoptionDate        ,catRating
1607,Merrick,09/11/2017,50
1607,Mycroft,05/05/2012,7
1608,Smudge,04/17/2011,77
1608,Big Paw,06/27/2016,85
1609,Moriarty,03/23/2010,13
1610,Callie,10/11/2011,62
1610,Checkers,05/13/2009,67
1610,Bonesteel,09/04/2015,67
1611,Misha,06/14/2009,16
1612,Dana,07/11/2015,29
1612,Elvis,08/30/2015,56
1613,Porn,08/24/2017,75
1613,Doolittle,07/30/2007,61
1613,Josephine,10/31/2008,44
1614,Boris,11/25/2014,15
1614,Farthing,02/27/2011,2
1615,Frisky,02/04/2014,6
1615,Otis,10/25/2015,10
1616,Cuddles the Kitten Clown,08/15/2009,46
1617,Munster,12/28/2014,96
1618,Bristol,05/08/2015,54
1618,Ears Malone,08/09/2013,34
1619,Malone Dies,02/21/2016,54
1619,Bungee,07/14/2011,72
1620,Chi Chi,12/05/2009,59
1620,Panick,03/01/2008,43
1620,Missy,03/08/2013,36
1621,Eleven,06/18/2014,92
1622,Commander D,04/10/2013,16
1623,Wheezer,09/03/2007,92
1624,Watson,12/02/2011,35
1624,Miyamoto,07/11/2013,23
1625,Fudge,10/03/2017,3
1625,Sam Peckinpaw,02/14/2008,39
1626,Elvis,09/16/2017,68
1626,Kitty,10/12/2008,12
1626,Honeydew,06/24/2007,37
1627,Panick,12/09/2012,45
1627,Moriarty,02/15/2015,95
1627,Poppy,01/04/2014,25
1628,Frolicks,12/06/2016,46
1629,Pepper,08/26/2008,43
1629,Snowdrop,01/29/2014,83
1630,Pepa,12/27/2007,3
1631,Blow,01/30/2007,8
1631,Baskerville,08/11/2008,18
1631,Daytona,09/02/2008,4
1632,Josephine,09/25/2012,59
1632,Baskerville,03/23/2016,6
1632,Kuzma,12/11/2017,27
1633,Fi Fi,08/05/2017,97
1634,Vizzini,04/01/2014,14
1634,Mustafa,05/09/2017,58
1635,Vlad the Impaler,03/16/2007,94
1635,Parsnip,03/17/2011,79
1635,Murzik,09/08/2013,38
1636,Pi-chan,11/17/2009,11
1636,Blow,03/16/2007,72
1637,Boris,04/17/2010,81
1637,Skinnybutt,01/23/2008,20
1637,Frolicks,04/28/2007,18
1638,Blizzard,09/26/2016,68
1639,Fluglehorn,04/26/2010,28
1639,Ritzy,07/13/2014,6
1640,Bullet,10/26/2007,39
1641,Kemosabe,02/16/2011,84
1641,Catzilla,04/30/2012,19
1641,Meredith Baxter Birney,06/22/2009,68
1642,Ginger,03/29/2017,70
1642,Arbuckle,12/07/2010,53
1643,Ragamuffin,08/09/2014,4
1644,Orrick,01/16/2012,3
1644,Clem,09/27/2012,74
1644,Diesel,11/26/2015,56
1645,Leon,09/05/2013,27
1646,Cat-a-tonic,10/17/2011,15
1646,Catzilla,11/15/2016,58
1647,Fluffypants,09/21/2012,95
1647,Copernicus,09/11/2012,81
1647,Lucielle,05/20/2013,1
1648,Smokey,05/31/2017,25
1648,Yarb,11/12/2016,48
1648,Stankle,06/15/2016,46
1649,Jo Jo,08/29/2017,39
1650,Parsnip,01/29/2017,70
1650,Daytona,10/03/2013,9
1650,Fudge,03/05/2017,81
1651,Crystal Meth,11/28/2008,5
1652,Diesel,09/03/2009,31
1653,Aristotle,10/01/2008,50
1653,Chia,11/26/2011,17
1653,Missy,10/24/2016,16
1654,Bristol,03/18/2013,85
1654,Puck,01/23/2013,12
1655,Inigo Montoya,09/17/2015,53
1656,Pheobe,08/27/2015,5
1657,Kitten,10/05/2007,41
1657,Shingles,01/15/2008,27
1657,Turbo,01/15/2014,24
1658,Smudge,06/29/2009,1
1659,Matches,05/28/2007,37
1659,Porn,09/15/2014,62
1660,Malloy,06/18/2010,90
1660,Buddha,05/11/2008,75
1661,Moriarty,10/11/2011,83
1661,Sweet Pea,11/26/2009,8
1662,Blow,11/07/2015,64
1662,Luna,09/18/2014,77
1663,Funyon,10/04/2007,29
1664,Malloy,08/14/2007,71
1665,Parsnip,01/12/2011,61
1666,Chewbacca,01/04/2015,57
1666,Diesel,10/10/2013,11
1666,Reebok,04/27/2014,9
1667,Watson,04/13/2017,0
1667,280Z,09/22/2016,56
1667,Oscar,08/29/2017,10
1668,Dana,02/08/2007,59
1668,Stonehenge,11/26/2012,72
1669,Panick,03/05/2011,15
1670,Dumpsterfire,12/02/2010,30
1671,Frannie,04/08/2011,16
1672,Stardew,07/13/2010,78
1673,Mi Mi,03/17/2011,63
1673,Missy,12/19/2012,24
1674,Fudge,12/26/2013,61
1675,Ramses,01/17/2012,57
1675,Honeypot,11/28/2015,44
1676,Brando,04/27/2008,87
1676,Mycroft,11/26/2008,9
1676,Pookie,01/22/2010,11
1677,Papa,10/06/2008,6
1678,Trout,05/30/2010,35
1678,Frolicks,05/21/2009,82
1679,Hans,04/05/2015,67
1680,Patches,10/31/2011,73
1680,Brutus,09/30/2015,69
1680,Mycroft,09/09/2013,50
1681,Ewan McTeagle,04/28/2017,13
1682,Ladybird,03/29/2015,69
1683,Captain Fluffybritches,10/15/2007,60
1683,Kiska,07/31/2007,84
1683,Yoko,02/07/2013,59
1684,280Z,07/26/2011,56
1684,Oatmeal,01/11/2013,43
1684,Rainbow,11/02/2011,50
1685,Kinsey,01/01/2015,31
1685,Cow,08/22/2013,37
1685,Otis,07/18/2012,39
1686,Korsakov,09/07/2010,14
1687,Mordecai,04/10/2012,0
1687,Fi Fi,10/26/2014,89
1687,Dana,09/10/2012,3
1688,Smeagol,10/04/2013,60
1688,Lucielle,08/29/2009,42
1688,Winona,04/29/2010,77
1689,Panick,04/27/2007,1
1689,Formica,04/06/2013,26
1690,Brando,02/26/2007,71
1690,Yoko,12/09/2010,8
1691,Pi-chan,05/21/2008,55
1691,Smokey,09/19/2017,2
1692,Puck,03/15/2012,54
1692,Smokey,03/13/2015,59
1693,Dice,07/17/2012,91
1693,Thelonius,03/05/2015,42
1694,Farthing,08/09/2012,47
1694,Sweet Pea,09/05/2007,3
1694,Pru,02/13/2013,52
1695,Ladybird,10/14/2014,94
1696,Flanders,11/07/2011,9
1696,Moriarty,10/09/2007,85
1697,Ramses,01/29/2015,13
1697,Bonesteel,04/04/2007,31
1698,Smokey,10/22/2016,14
1699,Pepa,02/19/2011,35
1699,Hardrock,05/12/2011,3
1700,Brando,01/05/2011,39
1701,Cuddles the Kitten Clown,10/31/2016,94
1701,Cuddles the Kitten Clown,11/15/2011,20
1702,Malloy,07/31/2017,47
1702,Murzik,06/19/2008,63
1702,Smokey,06/28/2010,75
1703,Toyota,07/02/2007,62
1703,Smudge,11/04/2017,78
1703,Stonehenge,05/31/2016,92
1704,Mordecai,06/25/2015,66
1704,Korsakov,02/06/2007,32
1705,Sherbet,08/16/2011,76
1705,Papa,07/05/2010,14
1706,Bess,03/17/2015,67
1707,Korsakov,06/21/2013,49
1708,Calloway,09/28/2010,32
1708,Puss,06/06/2015,29
1708,Max,04/14/2010,77
1709,Spock,06/03/2007,55
1709,Hirohito,05/06/2013,69
1709,Daisy,11/17/2007,36
1710,280Z,03/12/2017,60
1710,Hardrock,10/22/2007,83
1711,Mycroft,05/19/2007,42
1711,Lou Lou,07/31/2012,76
1711,Cat-a-tonic,05/31/2014,95
1712,Callie,03/22/2016,29
1712,Baskerville,11/01/2012,1
1713,Ewan McTeagle,01/07/2012,76
1714,Dog,07/09/2011,4
1714,Chewbacca,09/10/2011,37
1714,Ginger,03/17/2009,43
1715,Mr. Grumpystripes,09/04/2009,72
1715,Boo Boo,05/30/2012,92
1715,Kemosabe,12/16/2011,19
1716,Watson,09/06/2011,79
1716,Blizzard,01/13/2010,73
1716,Foo Foo,07/29/2017,51
1717,Zelda,08/29/2011,14
1717,Muesli,11/16/2015,44
1718,Pantera,06/04/2007,64
1719,Josephine,08/12/2013,27
1719,Tiger,10/15/2007,52
1720,Pheobe,04/10/2008,90
1720,Noodles,02/16/2015,55
1720,Milkshake,12/02/2011,97
1721,Malone Dies,01/07/2013,83
1721,Misty,01/04/2010,76
1721,Ricochet,01/15/2008,3
1722,Janet,08/13/2012,48
1722,Hardrock,11/03/2010,1
1722,Hirohito,10/07/2016,95
1723,Paws de Leon,02/01/2013,90
1723,Cuddles the Kitten Clown,06/20/2016,71
1724,Bianca,05/08/2016,7
1725,Frolicks,02/17/2017,86
1726,Moonbeam,10/25/2010,30
1727,Sylvester,01/24/2017,40
1727,Humperdinck,03/14/2011,76
1727,Chia,05/22/2007,61
1728,Milkshake,07/10/2009,45
1728,Toyota,10/29/2014,1
1728,The Butcher,04/13/2009,35
1729,Matches,12/03/2011,23
1730,Mitt,11/16/2013,2
1730,Goldy,08/20/2014,77
1730,Frolicks,10/24/2015,14
1731,Pepa,01/01/2011,60
1731,Blizzard,12/06/2015,49
1732,Co Co,07/07/2016,31
1732,Sweet Pea,06/24/2008,42
1732,Leon,07/14/2007,27
1733,Balthazar,09/08/2011,7
1733,Patches,07/26/2017,89
1733,Luna,07/15/2012,80
1734,Meredith Baxter Birney,03/08/2012,13
1734,Daytona,06/04/2010,21
1734,Brutus,09/06/2011,59
1735,Hirohito,07/26/2012,1
1735,Copernicus,04/02/2017,61
1736,Big Paw,08/13/2012,58
1736,Lynx,10/05/2010,96
1736,Miracle Max,11/14/2013,70
1737,Watson,08/23/2007,27
1737,Kitten,03/22/2016,66
1737,Spanky,12/12/2008,25
1738,Kiska,11/07/2010,15
1738,Josephine,06/03/2008,75
1738,Luna,08/26/2016,0
1739,Wheezer,07/17/2008,29
1740,Pi-chan,01/16/2015,98
1741,Muesli,03/12/2008,14
1742,Starfruit,07/20/2012,27
1743,Nutmeg,12/26/2012,45
1743,Sobriquet,12/27/2016,72
1744,Lou Lou,09/28/2009,17
1744,Goldy,10/31/2012,58
1745,Waldo,03/21/2007,28
1745,Cow,07/16/2016,35
1746,Funyon,07/15/2011,43
1746,Maynard,10/12/2017,58
1746,Penguin,12/07/2012,18
1747,Tiger,03/13/2015,39
1747,Pantera,09/16/2016,11
1748,Panick,06/07/2014,20
1749,Matches,05/26/2013,59
1749,Patches,02/06/2013,61
1749,Misty,11/16/2017,84
1750,Misha,05/30/2016,27
1751,Frannie,04/19/2011,66
1751,Buffy,01/13/2016,48
1752,Muesli,04/12/2016,0
1752,Callie,01/15/2009,29
1753,Foo Foo,03/13/2007,10
1754,Ginger,06/08/2017,67
1755,Fi Fi,08/11/2007,51
1755,Ricochet,11/13/2015,63
1755,Daytona,10/05/2010,2
1756,Sam Peckinpaw,06/30/2017,89
1757,Sobriquet,04/17/2014,0
1758,Beauregard,08/29/2007,72
1758,Dipstick,10/23/2009,44
1758,Mallow,03/10/2010,36
1759,Kuzma,06/09/2010,44
1759,Orrick,10/06/2009,41
1760,Fletcher,04/23/2007,65
1761,Luna,04/16/2016,5
1762,Dipstick,02/15/2015,99
1763,Smudge,04/14/2015,98
1764,Mi Mi,08/21/2008,58
1765,Big Paw,04/17/2013,34
1765,Meowzer,03/21/2008,25
1766,Waldo,12/05/2008,8
1766,Murzik,12/03/2012,44
1766,Munro,03/31/2007,56
1767,Greystoke,06/05/2008,5
1767,Dread Pirate Roberts,03/03/2015,73
1768,Koufax,06/10/2009,11
1768,Thelonius,08/24/2016,2
1769,Turbo,02/13/2010,6
1769,Porkchop,09/22/2016,5
1769,Papa,03/21/2014,64
1770,Cornmeal,09/22/2017,26
1770,Brutus,12/27/2015,43
1770,Honeydew,07/14/2013,28
1771,Cornmeal,04/05/2009,74
1771,Flanders,02/12/2007,50
1771,Pantera,08/28/2017,32
1772,Oscar,03/29/2007,86
1773,Cindy,07/12/2014,8
1773,Pi-chan,09/09/2017,90
1773,Princess Peach,02/22/2012,38
1774,Ginger,03/31/2016,25
1775,Capone,07/23/2017,44
1776,Palomino,04/30/2012,41
1776,Shingles,11/29/2016,69
1776,Honeypot,11/17/2012,35
1777,Flanders,08/28/2008,14
1777,Gunnar,12/17/2012,40
1778,Kalika,08/15/2012,49
1778,Copernicus,06/24/2012,65
1779,Parsnip,03/15/2007,24
1779,Turbo,12/04/2008,68
1779,Tigger,04/23/2013,20
1780,Catzilla,05/17/2008,80
1780,Wigglesworth,07/20/2017,66
1780,Max,01/16/2013,32
1781,Fluffypants,11/09/2017,32
1782,Gabby,09/24/2015,94
1782,Cat-a-tonic,11/24/2013,73
1782,Zoe,01/23/2014,80
1783,Foo Foo,09/29/2017,93
1784,Dipstick,06/17/2007,93
1784,Doolittle,03/30/2014,30
1785,Stardew,10/19/2011,17
1786,Porn,02/18/2017,68
1786,Oswald,11/17/2017,35
1787,Sparky,05/28/2009,76
1787,Kiska,10/03/2013,33
1788,Balthazar,11/04/2008,53
1789,Rolls,05/20/2012,67
1790,Sam Peckinpaw,10/15/2015,1
1790,Aristotle,07/11/2010,62
1791,Crocket,03/07/2015,14
1791,Freckles,10/15/2008,39
1792,Missy,03/09/2012,44
1793,Malloy,09/17/2008,56
1793,Domino,08/04/2012,5
1793,Diesel,05/14/2014,62
1794,Misha,11/05/2007,76
1794,Frosty,03/31/2016,97
1794,Penguin,10/24/2010,78
1795,Copernicus,01/14/2011,91
1795,Pi-chan,08/22/2010,84
1795,Mordecai,03/08/2014,6
1796,Buffy,10/12/2010,66
1797,Meowzer,01/06/2014,76
1798,Bess,08/24/2016,94
1798,Cow,06/18/2009,57
1799,Baskerville,02/05/2012,21
1800,Kitten,03/09/2007,66
1800,Munster,04/16/2011,0
1800,Daring Fireball,08/28/2015,70
1801,Josephine,11/19/2012,88
1801,Otis,06/04/2012,12
1801,Stonehenge,04/22/2009,46
1802,Gunnar,06/13/2017,86
1802,Penguin,04/23/2008,22
1803,Joe,06/07/2009,98
1803,Brutus,09/22/2013,99
1803,The Butcher,02/06/2016,65
1804,Kiska,12/24/2016,25
1805,Misha,01/21/2008,84
1806,Commander D,08/27/2008,95
1806,Stankle,03/08/2015,33
1806,Winona,09/22/2015,89
1807,Farthing,09/14/2010,79
1807,Captain Fluffybritches,03/11/2007,6
1808,Lynx,05/31/2013,87
1808,Watson,06/02/2011,46
1809,Fletcher,02/18/2015,68
1810,Vizzini,02/18/2016,79
1811,Oswald,09/16/2017,88
1811,Oscar,08/25/2009,0
1811,Greystoke,11/26/2015,38
1812,Balthazar,08/21/2008,80
1812,Cat-a-tonic,01/16/2015,12
1813,Katz,01/17/2008,0
1813,Buddha,09/16/2013,56
1814,Ricochet,08/31/2009,57
1815,Murzik,09/25/2015,92
1815,Captain Fluffybritches,10/22/2008,41
1816,Panick,11/04/2015,29
1817,The Butcher,09/04/2014,7
1818,Starfruit,11/20/2015,81
1818,280Z,07/12/2012,34
1818,Dipstick,12/11/2011,98
1819,Cornmeal,05/28/2013,36
1819,Yarb,05/16/2012,37
1820,Fluffypants,04/01/2017,66
1821,French Toast,09/20/2010,77
1821,Stardew,03/20/2016,13
1822,Yoko,05/05/2011,16
1823,Aristotle,04/12/2013,46
1823,Crystal Meth,11/21/2007,22
1823,Inigo Montoya,11/27/2014,9
1824,Misty,02/25/2017,90
1824,Callie,03/11/2013,42
1824,Mi Mi,10/26/2014,20
1825,Fluglehorn,02/01/2009,36
1825,Cheetoh,03/23/2012,35
1826,Franzen,07/24/2013,70
1826,Zelda,06/14/2010,7
1826,Koufax,03/08/2011,69
1827,Whiskers,06/10/2014,74
1827,Dipstick,10/09/2011,67
1827,Kemosabe,06/30/2008,84
1828,Vizzini,01/11/2008,14
1828,Porkchop,09/26/2016,34
1828,Koufax,03/10/2015,92
1829,Pantera,03/03/2014,87
1829,Frosty,10/24/2013,15
1830,Murzik,01/05/2014,23
1830,Spanky,01/19/2009,65
1830,Commander D,09/14/2016,29
1831,Snickers,11/05/2010,95
1832,Malone,01/01/2015,81
1832,Vizzini,05/25/2009,5
1833,The Butcher,08/22/2008,92
1833,Kitty,08/03/2008,52
1833,Blow,07/14/2011,75
1834,Spanky,09/10/2015,32
1835,Misha,07/17/2009,96
1836,Muesli,04/23/2011,84
1836,Meatball,01/23/2010,11
1837,Pru,03/28/2010,33
1838,Puck,01/27/2014,37
1839,Stonehenge,07/27/2008,4
1840,The Butcher,09/05/2008,5
1840,Missy,10/22/2007,1
1841,Shell,11/17/2016,84
1841,Watson,08/01/2007,20
1842,Captain Fluffybritches,12/27/2008,58
1842,Meatball,01/30/2015,50
1842,Meatball,03/04/2017,20
1843,Bigfoot,02/14/2014,83
1843,Big Paw,04/21/2007,20
1844,Max,09/26/2014,85
1844,Stonehenge,12/30/2009,27
1845,Puck,07/12/2007,91
1845,Porn,01/16/2010,99
1845,Paws de Leon,12/31/2016,14
1846,Chewbacca,09/19/2013,95
1846,Zak,12/05/2013,63
1847,Cow,02/10/2017,14
1847,French Toast,06/10/2009,11
1847,Winona,09/01/2013,7
1848,Chi Chi,03/29/2008,0
1848,Wigglesworth,11/30/2010,92
1849,Bigfoot,12/18/2012,82
1849,Puck,09/12/2012,28
1849,Stairloafer,05/12/2014,25
1850,Luna,11/28/2009,18
1850,Chandler,03/03/2015,22
1850,Rolls,01/22/2013,79
1851,Parsnip,05/31/2012,13
1852,Humperdinck,01/18/2011,4
1853,Dipstick,06/09/2017,33
1853,Ramses,05/12/2011,63
1853,Moonbeam,04/29/2007,80
1854,Dumpsterfire,11/08/2014,52
1854,Earl Grey,12/27/2016,61
1854,Cupcake,09/17/2010,69
1855,Zoe,03/30/2015,59
1855,Daring Fireball,10/22/2017,40
1856,Waluigi,11/05/2007,69
1857,Munster,09/06/2014,42
1857,Bigfoot,10/17/2015,50
1857,Pantera,03/25/2016,14
1858,Lucielle,04/03/2009,44
1858,Rorschach,07/15/2009,61
1858,Princess Buttercup,03/17/2007,72
1859,Winona,01/01/2014,27
1860,Frannie,06/26/2007,14
1860,Manque,12/16/2012,81
1860,Taffy,04/22/2017,77
1861,Cupcake,05/30/2009,72
1861,Formica,07/15/2012,59
1862,Ginger,01/08/2017,11
1862,Goldy,08/21/2017,72
1862,Milkshake,11/03/2015,50
1863,Whiskers,08/13/2016,94
1864,Thelonius,08/14/2009,82
1864,Vlad the Impaler,04/19/2014,20
1864,Ritzy,09/18/2017,91
1865,Frolicks,07/09/2010,12
1865,Humperdinck,07/10/2007,37
1865,Fi Fi,02/12/2014,62
1866,Thelonius,04/16/2007,19
1867,Capone,03/29/2011,23
1867,Milo,02/18/2014,29
1868,Mitt,01/26/2015,33
1868,Sweet Pea,05/19/2007,52
1869,Cataract,06/09/2007,82
1869,Cinnabon,09/03/2017,75
1870,Beau,02/14/2017,77
1871,Blizzard,08/12/2016,26
1871,George Clooney,09/16/2012,27
1872,Smokey,09/16/2014,58
1872,Milkshake,03/11/2008,82
1873,Bristol,01/09/2015,76
1873,Cow,06/09/2014,12
1874,Patches,05/20/2014,64
1875,Brando,04/25/2012,30
1876,Pi-chan,04/16/2011,5
1876,Oscar,03/25/2008,88
1876,Ears Malone,04/16/2008,21
1877,Puss,01/19/2012,51
1877,Moriarty,06/02/2012,75
1877,Dog,05/02/2013,48
1878,280Z,09/09/2012,66
1878,Tipper,07/07/2015,44
1879,Rainbow,05/29/2009,14
1879,Commander D,03/24/2008,8
1880,Bristol,01/07/2010,3
1880,Tipper,03/23/2009,10
1881,Zelda,10/31/2011,66
1881,Max,01/08/2011,85
1882,Daytona,07/23/2008,90
1882,Cornmeal,07/06/2008,85
1882,Hirohito,01/31/2016,25
1883,Rorschach,12/08/2008,78
1883,Mordecai,05/02/2011,10
1884,Sweet Pea,04/29/2012,82
1884,Koufax,04/07/2007,89
1884,Dumpsterfire,08/07/2008,15
1885,Hardrock,03/17/2017,51
1885,Mannix,08/08/2017,37
1885,Mi Mi,02/13/2013,11
1886,Nanaimo,06/20/2009,30
1886,Greystoke,05/13/2013,44
1886,Watson,08/06/2009,96
1887,Tipper,07/11/2012,51
1887,Ears Malone,07/02/2008,62
1887,Honeypot,07/25/2014,42
1888,Yoko,11/11/2015,13
1889,Bonesteel,12/24/2007,1
1889,Otis,05/08/2011,40
1889,Bess,06/28/2011,62
1890,Moonbeam,08/28/2014,54
1890,Aristotle,03/29/2016,61
1891,Moriarty,06/11/2011,33
1891,Pepper,03/14/2016,11
1891,Stardew,04/22/2010,70
1892,Oscar,12/17/2014,70
1893,Stonehenge,09/14/2015,61
1894,Smudge,11/08/2012,81
1894,Freckles,11/10/2015,45
1894,Princess Peach,05/15/2009,73
1895,Matches,09/23/2007,0
1895,Whiskers,09/27/2012,5
1895,Meredith Baxter Birney,08/24/2007,36
1896,Freckles,11/13/2008,94
1896,Smeagol,02/01/2011,86
1897,Moriarty,05/16/2008,9
1897,Blow,06/21/2010,84
1897,Pepper,05/04/2012,44
1898,Humperdinck,01/21/2007,39
1898,Katz,03/04/2011,5
1898,Freckles,04/02/2017,50
1899,Palomino,09/19/2007,48
1899,Bristol,03/19/2016,4
1899,Patches,02/20/2009,64
1900,Ashes,09/13/2014,81
1900,280Z,11/23/2017,48
1901,Zelda,02/11/2010,65
1901,Zoe,12/12/2016,78
1902,Boris,08/30/2014,57
1902,Frolicks,11/10/2012,15
1903,Chandler,12/23/2009,36
1903,Misty,12/29/2014,6
1904,Princess Peach,08/17/2015,47
1904,Big Paw,01/31/2011,17
1904,Kinsey,12/23/2008,2
1905,Ewan McTeagle,10/22/2008,81
1905,Fletcher,01/16/2012,72
1905,Orrick,04/12/2017,51
1906,Misty,03/02/2014,44
1906,Jo Jo,12/12/2017,4
1907,Wheezer,07/05/2011,28
1907,Cinnabon,04/20/2009,97
1908,Doolittle,03/07/2009,76
1908,Janet,01/27/2008,18
1908,Merrick,06/09/2009,70
1909,Lumpy,10/04/2015,80
1910,Pheobe,04/07/2015,36
1911,Bianca,08/16/2017,86
1912,Sparky,09/28/2007,48
1912,Trevor,07/08/2009,65
1913,Sherbet,10/04/2009,15
1913,Pepa,02/22/2010,28
1914,Sherbet,10/22/2008,84
1914,Sparky,07/03/2017,59
1915,Misha,06/18/2015,0
1915,Fletcher,12/06/2014,15
1915,Fluglehorn,01/06/2012,79
1916,Rainbow,07/11/2011,2
1917,Tipper,07/16/2015,46
1917,Sylvester,07/10/2008,85
1918,Cupcake,04/18/2011,87
1918,Shingles,11/27/2014,30
1918,Oscar,10/30/2009,6
1919,Chewbacca,11/02/2008,62
1919,Joe,04/21/2017,4
1919,Stankle,08/14/2014,32
1920,Lucielle,04/04/2009,22
1920,Meowzer,02/22/2011,76
1921,Brando,06/26/2010,17
1922,The Unnamable,05/11/2016,90
1922,Blizzard,09/03/2009,7
1923,Kuzma,09/23/2014,99
1923,Doolittle,06/23/2015,86
1923,Pancreas,01/08/2015,91
1924,Commander D,09/10/2012,38
1925,Matches,12/22/2015,66
1926,Honeypot,01/02/2009,19
1927,Dana,08/24/2007,90
1927,The Butcher,08/14/2017,23
1927,Muesli,04/02/2007,39
1928,Rorschach,09/24/2017,30
1928,Thelonius,04/07/2008,15
1928,Ragamuffin,01/22/2010,30
1929,Crocket,08/17/2015,51
1929,Pantera,07/31/2007,24
1930,Gurney,06/03/2017,61
1930,Sherbet,02/22/2013,72
1930,Stankle,01/01/2017,70
1931,Meredith Baxter Birney,06/19/2014,94
1931,Beau,07/27/2016,97
1931,Ragamuffin,11/25/2009,7
1932,Bob Dole,01/17/2014,1
1932,Hirohito,02/28/2015,66
1933,Earl Grey,10/07/2012,29
1933,Turbo,01/25/2014,6
1934,Oscar,10/24/2016,83
1934,Dipstick,03/29/2012,71
1935,Malloy,11/07/2016,30
1936,Taffy,05/07/2012,54
1936,Wheezer,02/23/2007,81
1936,Pepa,12/31/2013,58
1937,Mordecai,05/23/2014,19
1938,Sobriquet,01/11/2013,82
1938,Ashes,09/03/2010,16
1939,Stardew,06/18/2012,11
1940,Missy,05/17/2010,90
1940,Sylvester,09/04/2015,98
1940,Spock,08/26/2016,68
1941,Arbuckle,11/02/2014,29
1941,Yoko,04/27/2008,12
1941,Flanders,03/01/2008,34
1942,Meatball,12/08/2008,66
1942,Waluigi,11/09/2016,53
1942,Muschi,05/24/2007,94
1943,Watson,05/09/2013,96
1943,Fi Fi,12/09/2015,93
1943,Manque,01/12/2012,82
1944,Dremmel,03/22/2012,70
1945,Poppy,12/30/2014,30
1946,Frannie,10/16/2017,35
1946,Fletcher,06/20/2010,72
1946,Dice,02/07/2017,93
1947,Stankle,01/25/2008,58
1947,Turbo,03/06/2016,25
1947,Luna,03/09/2008,9
1948,Crocket,08/23/2015,99
1949,Malone,10/12/2011,50
1950,Big Paw,12/02/2010,45
1950,Wigglesworth,07/15/2014,96
1950,Ashes,07/24/2010,34
1951,Smokey,06/09/2015,89
1951,Mr. Mittens,12/05/2015,69
1952,Pumpkin Spice Latte,08/24/2010,58
1953,Cindy,07/03/2012,87
1953,Maynard,09/11/2014,33
1954,Joe,03/15/2017,51
1955,Fluffypants,07/10/2010,6
1955,Misha,06/17/2011,86
1955,Oatmeal,08/03/2008,92
1956,Pumpkin Spice Latte,02/02/2008,63
1956,Ladybird,05/16/2012,69
1956,Poppy,10/23/2012,79
1957,Wheezer,12/18/2014,86
1957,Gabby,07/06/2013,37
1958,Paws de Leon,02/10/2008,17
1959,Eleven,03/10/2010,98
1959,Sherlock,12/20/2009,31
1959,Chewbacca,09/23/2008,52
1960,Janet,04/15/2011,13
1961,The Unnamable,12/05/2012,22
1961,Mi Mi,06/08/2017,74
1961,Palomino,12/01/2013,14
1962,Frolicks,09/12/2013,22
1963,Clem,05/16/2011,62
1963,Kuzma,03/23/2008,88
1963,Zelda,11/29/2013,35
1964,Fezzik,07/31/2011,65
1964,Bambi,10/03/2007,55
1965,Sam Peckinpaw,05/08/2009,30
1965,Moonbeam,11/17/2013,73
1966,Hirohito,07/14/2010,11
1966,Bonesteel,07/19/2009,80
1967,Fi Fi,12/14/2011,52
1967,Domino,09/19/2007,16
1967,Porn,06/03/2010,86
1968,Greystoke,08/14/2014,53
1968,Flanders,10/12/2010,28
1968,Big Paw,09/13/2010,99
1969,Misty,01/03/2014,21
1970,Calloway,03/01/2012,1
1970,Stairloafer,11/08/2010,69
1970,Johnny Cash,05/19/2015,61
1971,Co Co,07/06/2015,8
1972,Calloway,12/09/2014,60
1973,Arbuckle,11/27/2017,21
1973,Stairloafer,11/28/2011,49
1973,Pookie,12/24/2012,79
1974,Gabby,10/06/2014,96
1975,Spock,12/07/2008,57
1975,Muesli,03/11/2009,93
1975,Fluffypants,02/10/2014,89
1976,Rainbow,09/13/2017,25
1976,Sparky,12/29/2011,31
1976,Goldy,12/17/2010,19
1977,Malloy,12/16/2007,73
1978,Princess Peach,07/03/2013,3
1978,Calloway,05/15/2012,58
1979,Checkers,07/25/2015,17
1979,Leon,08/12/2013,50
1980,Porkchop,12/30/2012,41
1981,Misha,12/11/2008,47
1981,Boris,07/05/2007,5
1981,Starfruit,12/08/2008,47
1982,Lucielle,03/07/2007,42
1982,Vizzini,03/12/2014,96
1983,Jo Jo,09/12/2015,39
1983,Kiska,01/01/2013,48
1983,French Toast,03/23/2013,67
1984,Reebok,09/22/2012,27
1984,Brutus,04/01/2016,44
1985,Malone Dies,05/11/2014,21
1985,Merrick,10/24/2012,97
1985,Korsakov,09/30/2010,45
1986,Bonesteel,10/16/2015,90
1986,Smokey,02/26/2013,41
1987,Yoko,07/06/2012,92
1988,Missy,08/08/2008,17
1988,Ears Malone,05/26/2017,48
1988,Winona,01/31/2011,54
1989,Shingles,02/26/2015,5
1989,Ashes,01/17/2015,6
1989,Miyamoto,02/17/2008,47
1990,Zoe,03/13/2009,85
1990,Ritzy,07/19/2010,34
1991,Cheetoh,03/28/2014,30
1991,Wigglesworth,12/07/2015,68
1992,Formica,04/25/2010,22
1992,Malone,01/01/2009,62
1992,Pepper,02/19/2014,94
1993,Pantera,03/03/2012,92
1993,Chandler,05/23/2016,67
1993,Taffy,08/30/2012,25
1994,Eggers,09/11/2016,34
1994,Noodles,12/11/2016,0
1994,Funyon,05/01/2010,7
